soil_ph,soil_moisture,temp_c,rainfall_mm,nitrogen,phosphorus,potassium,organic_matter,previous_urea,crop_type,urea_level
5.99816047538945,11.479652509351688,14.15969893075671,134.5405988417796,45.75967026268742,19.681776013872103,276.88993392723773,0.790995910466656,86.43215087368748,0,129.49647523750565
8.302857225639665,23.966533158242534,13.644257967519994,159.33627943827446,64.4345863439989,23.67178296875107,110.33522673680818,1.90079396173347,82.47396052957532,1,73.19598556223485
7.42797576724562,35.553104255674285,36.71891031823628,50.09357975849979,60.81287438321272,42.72736966010902,355.33809717418524,6.734343538174569,11.490503839602919,2,61.843782496729034
6.894633936788146,30.62787102433464,13.734116994732714,124.97481992139979,12.311992375501895,17.00021930299461,264.5906836742345,6.250762672537518,110.708688588696,3,76.69755412708757
5.124074561769746,33.22964017515074,14.518240414502085,114.34919662874974,11.939957579317912,43.482484240608564,105.02135924493399,3.1298201859286015,68.21666425881835,0,102.19060241898877
5.123978081344811,28.057417834875107,31.57893918462873,166.56607535765423,21.453949419593066,4.406721548834574,386.8183201184224,3.326079708306594,43.64706253628211,0,88.48605790860958
4.732334448672798,29.229679758124835,20.740894485768898,181.2174120962521,28.885978107282977,38.83992186043154,231.42791216736222,4.501658251651846,90.7846300194368,0,85.53635914068968
7.96470458309974,34.72184780478618,32.18486949343134,2.4313542954773615,32.67644651267861,42.377381652736815,75.51445815507925,0.5018075351385092,30.883855008196086,2,104.82238173581453
6.904460046972835,13.738380310071507,7.2878155147534835,134.80398381175854,54.37577734666762,9.090882641866937,269.39151654527353,2.309332520285209,83.22118044555845,1,72.08635936964868
7.332290311184182,22.129873727509917,22.06499177856845,10.367159823945805,4.534434573266832,21.51732661861002,138.61961745448357,2.061738564561608,4.765344908669666,1,105.54334877551175
4.58233797718321,12.742330463686077,6.176476006414893,109.77173301547118,2.773816338085311,8.27498873318278,331.29270815705587,2.378622100623226,100.72896451311263,0,132.20800434632147
8.379639408647977,39.568380279882646,7.192862120937408,57.52654580873564,31.352845035512722,35.330206449710886,336.2377257481667,6.54429381900081,53.78050164255822,3,94.50772190635047
7.829770563201687,38.04207688903146,36.72531086705438,61.35531990442824,55.77309537103844,26.767388403082837,392.63157454913164,2.5975539240983236,76.403149722953,0,84.67895315017081
5.349356442713105,6.379938397897707,9.87358798911583,70.59170069047131,15.474827436518606,31.76616733541605,225.6543358585763,1.9364099153761112,26.54853837680204,0,131.9813745484671
5.2272998688284025,29.695131038049098,23.6347238796326,124.25848980992203,51.320358500500134,9.824348347810558,209.234907904708,4.281975955947736,81.24884551901376,3,77.66383368209617
5.233618039413735,37.3836911095483,19.38834609102473,66.80999313375384,20.786251035223955,10.587293102620976,313.7164619062682,6.99233777279549,92.6688331071932,0,65.36758765030662
5.716968971838151,11.320137079456673,17.157016419059495,146.53981011805607,70.8868887050813,2.074866275495318,96.3647297196743,2.310122778781249,56.785582426127846,2,104.3725580515546
6.599025726528952,24.878083069342033,36.494167099054536,80.90547711477394,71.65519554132932,16.103376759786485,241.42042982759347,1.08902182094599,74.12723088741532,0,94.71817608482216
6.227780074568463,37.04209041558146,5.763818887142133,13.670640061991723,23.782976342506117,27.987233066683746,241.18666004579782,3.173035518872485,54.759110858687826,2,74.96286707448967
5.664916560792168,6.18810925050296,28.23263901614562,156.75196849682146,18.399500317059243,42.89674569986644,81.31559298363553,6.107388684237334,107.29096431094146,0,78.90875534974538
6.947411578889518,29.409709353639396,38.71880519747427,57.1516649185412,32.9043177652985,33.346372372934034,196.29442992741974,4.630179085210959,59.744301661718296,1,71.24929328949537
5.057975442608168,15.407215258039276,24.605886421164467,86.55337591985253,19.242526814411896,21.76981616998757,348.6496794985207,6.625950271807606,101.01704508345827,3,64.82029207630325
5.668578594140873,37.35386683817856,37.788786171158215,137.08877664438032,53.79070746333629,47.65600571970689,349.6537676981311,7.696941107069255,96.16224699242983,1,26.542764511571214
5.965447373174767,38.987038580787875,6.829025775010832,66.4912314297424,66.08517476386284,35.96226002879159,84.73318272188834,6.4449685756371276,49.26057856180278,0,64.28124284396729
6.324279936868144,38.04932711897019,19.657766167595646,11.317131229343126,53.84737047289736,46.5082601431275,81.7523089617408,5.02852309132815,27.610139022897005,0,79.79895272740843
7.640703845572054,21.597497583011233,14.10552268367179,74.78420940256272,65.94803577994796,26.379398663608285,141.94341695067737,4.200061910392854,48.72985590717252,2,67.04765128440363
5.2986951286334385,35.17149278462597,30.578733774325542,188.88971653886068,31.75937297659793,12.94521373965698,356.1681218938977,0.800518147612,99.14608509302641,0,116.70901666777799
6.556937753654447,34.559228948727466,39.34539816740363,128.34687945971163,12.505357656708869,2.6413343182360993,95.11590477572463,7.88241484110531,27.315904298327084,0,64.75837704648032
6.86965827544817,16.168516563513947,13.978552185548674,134.2958297334414,59.03607579180737,36.30424257419252,301.9988809196062,3.376108419312819,62.93236150292992,0,79.01557549221602
4.685801650879991,34.01204159527371,27.896111051592605,126.45643072752797,28.83796041132431,6.065149900276706,85.40796686458613,1.641711604376501,96.7316097552897,1,64.35835367715354
6.9301794076057535,6.295267215042242,11.933417146590905,39.798427791887356,53.7016660183306,15.138756413598358,268.09824881173887,5.500316415473425,42.41729701540545,2,85.01382477070051
5.182096494749166,25.869445746871857,24.786558910006345,83.66677282045603,21.651515358541253,26.62354539419487,174.6235546917007,2.632162168215945,77.06515644032369,1,88.13125197861852
4.760206371941118,13.050309305069607,21.237637034091765,150.18795967266365,6.4983707845338134,28.220829388987383,326.11988703805343,4.893337031982857,29.475788885857742,2,99.6107853688683
8.295542149013333,9.219841002204758,39.0201865371038,20.27457951063183,79.40654363902107,30.0291598493568,131.79165708887726,4.900759308834434,13.11353344417919,1,59.08191976499902
8.362528132298237,7.693362057022321,26.29845454437633,55.570555217942456,12.496120634447943,8.312766517485032,273.72064028648595,3.8429736567715187,95.32610701114277,0,89.99144036546342
7.733589392465845,29.370107155734893,17.23272302303866,55.263821693170726,79.07367951707849,18.98687024108244,132.48888710155973,6.770889616587819,11.876234809044819,1,40.018511391736794
5.718455076693482,16.895623731882317,8.993352471077667,86.4037855189012,78.18239460531578,30.859711355848336,299.7810990892538,2.4872529616658228,32.56576740955015,1,79.23396539914857
4.8906884560255355,30.36683700350665,10.29363900572271,196.073748188437,63.50544831264317,48.490943231689236,355.7873120962621,3.864744437133006,102.61313063969281,2,48.7363456263914
7.236932106048627,7.287471927962983,12.886092548293227,13.500509336764388,52.7538369665598,36.381556884984434,94.38062969436601,4.532690964432286,41.57631444944006,2,76.37318325901717
